MYB111	0.011265428144970
ARR11	0.012338409552094
KAN4	0.199764434282621
RAP2.3_2	0.004372265402429
DREB2C	0.039207189260704
DEAR3_2	0.002941510851127
WOX13_2	0.188921957808544
WRKY12	0.003310439124738
GATA12	0.073200203943141
TCP16	0.002012150473170
BZIP60_2	0.004150295878258
ANAC58	0.009057148333017
AHL25_2	0.164912316546005
PIF4	0.051689337281482
MYB59	0.013467912679726
CCA1_2	0.021432578868350
ARR14_3ARY	0.087837354513106
RRTF1_2	0.003641788762253
ATERF1	0.007366605739064
DEAR4	0.002528199665695
TOE1_2	0.037979313166376
SPL1_2	0.052777059504029
ZAT6	0.035956235204894
DOF5.7_2	0.034553423124681
TGA2	0.147677972584912
ANAC55	0.022443632807610
AHL12_2	0.210630832416030
STY1_2	0.185230717576054
MYB55	0.005036252134737
ARR11_3ARY	0.127997052879482
KAN1	0.036825172650977
RAP2.6	0.005977060897941
AT1G77200	0.004042622956369
TOE2_2	0.033913557013074
ATHB12	0.014706161335126
WRKY38	0.003265948165213
YAB5	0.033009564233596
HSFB2A_2	0.109981482358813
ETT_2	0.093656013873670
AHL20_2	0.051461558852316
PIF3	0.028011208046862
MYC3	0.032602244575518
MYB52_2	0.009024047076073
CCA1	0.015777533366360
ARR14_2	0.086496535273579
RRTF1	0.006798192575865
RAP2.6_3ARY	0.009385411603560
ORA47_2	0.003653969487261
TOE1	0.020040313316185
SPL1	0.223348489459380
AT4G35610	0.087660800435964
DOF5.7	0.002441882017843
HSFC1_2	0.049594366766943
REM1_2	0.009672611204445
AHL12	0.153980984861269
STY1	0.124321109436468
MYB46	0.006935452046432
RVE1	0.014842169570182
GLK1	0.116955509875059
RRTF1_3ARY	0.003746148779780
ATERF1_2	0.047497898696034
DEAR4_2	0.004303150408577
TOE1_3ARY	0.021160332410445
SPL7	0.054135392936392
ZAT14	0.250075613020341
TCP15	0.001927319418126
TGA2_2	0.014961795302084
ANAC55_2	0.212805979297972
AHL12_3ARY	0.096999011708670
MYC2	0.043437005045426
MYB46_2	0.001984572233066
RVE1_2	0.013151933360493
GLK1_2	0.010903074564681
RAP2.3	0.007254837887044
DDF1	0.013300750579489
DEAR3	0.001784038287347
WOX13	0.009094007769014
WRKY18	0.004969937970890
ZAT18	0.209992575328477
TCP23	0.001929587770651
BZIP60	0.100005425365762
ANAC46	0.006693740271146
AHL25	0.190450142765516
PIF5	0.039719172476829
MYB111_2	0.004477713381528
ARR11_2	0.084922558709731
KAN4_2	0.036062873814857
RAP2.3_3ARY	0.002796552407476
DREB2C_2	0.002168250262569
TOE2	0.024389651335101
ICU4	0.049566339509866
WRKY45	0.003200817653216
YAB1	0.026890282182157
HSFB2A	0.072667868837381
ETT	0.005425928239249
AHL20	0.170575972560087
AHL25_3ARY	0.047391953827810
MYC4	0.015668205600878
MYB52	0.015878437619167
MYB55_2	0.001506215602826
ARR14	0.010383852908322
AT5G28300	0.027152980999953
RAP2.6_2	0.006628259425829
ORA47	0.004437091675343
TOE2_3ARY	0.027092216674180
ATHB51	0.041031562343035
ZAT2	0.078290042146235
DAG2	0.005419244426533
HSFC1	0.119192201935013
REM1	0.013282096041105
AHL20_3ARY	0.279471018363204
LBD16	0.026088144057683
ERF1	0.002573623779111
